Tanggal,Tn,Tx,Tavg,kelembaban,curah_hujan,matahari,kecepatan_angin,kecepatan_angin,,
10-04-2020,23.9,31.8,27.7,81,0,5.4,2,70,,
11-04-2020,23.4,35,27.5,75,0,7.3,2,70,,
15-04-2020,23.8,31.6,26.7,84,0,4,2,190,,
16-04-2020,23.2,31.8,27.3,80,0.5,6.8,2,80,,
17-04-2020,24.6,35,27.5,75,0.5,8.9,2,90,,
19-04-2020,24.6,32.1,27.3,88,1.5,1.8,2,80,,
20-04-2020,24,32.6,27.9,83,0,4.1,3,90,,
21-04-2020,24,35,27.5,75,0,8.8,3,80,,
23-04-2020,22.4,31.9,26.7,84,8,0.1,2,100,,
24-04-2020,23.2,32.2,27.1,84,0,6.3,3,70,,
25-04-2020,24.2,32.2,27.8,82,0,7.4,2,120,,
26-04-2020,23.8,32,27,88,0,4.2,1,140,,
27-04-2020,23.4,31.8,26.1,92,1,5,2,80,,
28-04-2020,24.4,31.6,26.9,85,3,3.1,2,60,,
29-04-2020,24.4,31,26.8,90,3,1.2,2,60,,
30-04-2020,23.4,30,26.4,92,8.5,1.2,2,60,,
03-05-2020,24.4,31.8,27.1,80,0,7.5,2,60,,
04-05-2020,23.8,29.5,26.2,93,3.5,6,2,140,,
05-05-2020,23.2,35,27.5,75,5,0.3,1,280,,
06-05-2020,23.8,32.8,27.7,84,0,0.2,2,70,,
07-05-2020,24,32.8,28,78,1,7.3,2,80,,
08-05-2020,24.6,33,28,86,0,7.7,2,70,,
09-05-2020,25.1,33.2,27.6,89,0,6.6,3,80,,
10-05-2020,25,32.8,28.2,85,1,3.1,2,80,,
11-05-2020,24.5,35,27.5,75,5.5,4.3,1,180,,
13-05-2020,23.6,32.2,27.7,77,1,7.6,2,70,,
14-05-2020,23.6,33.3,27.7,82,0,7.6,2,90,,
15-05-2020,24.4,35,27.5,75,0,6.9,2,80,,
18-05-2020,25,33.7,28.6,83,9.5,8.8,3,80,,
19-05-2020,24.8,33.8,28.3,81,1,8.3,4,80,,
20-05-2020,24.3,32.4,27.5,88,2,8.3,3,70,,
25-05-2020,24.2,32.4,27.8,84,11,3,1,140,,
26-05-2020,24.1,35,27.5,75,0,10,3,60,,
27-05-2020,24.8,31.4,27.1,87,1.5,10.2,2,70,,
28-05-2020,23.6,32.6,28.1,78,0,0.8,2,90,,
29-05-2020,22.8,31.3,25.9,92,53.5,8.5,2,270,,
30-05-2020,23.8,32.2,27.5,81,3.5,4.3,1,180,,
31-05-2020,24.2,32.6,28.1,77,0,7.4,1,90,,
04-06-2020,23.6,30.6,26.5,88,8.5,3.3,4,60,,
05-06-2020,24,31.6,27,84,0,5.4,4,70,,
06-06-2020,24,35,27.5,75,0,7.7,2,50,,
07-06-2020,24,31.4,27.2,80,0,9.5,2,100,,
08-06-2020,23.4,31.8,27.3,80,0,6.1,2,90,,
09-06-2020,23.9,29.4,25.4,92,0.5,9.6,2,150,,
10-06-2020,22.6,29.7,25.2,88,8,1,4,70,,
11-06-2020,23,35,27.5,75,2,0.7,2,50,,
13-06-2020,23.4,31.9,26.8,82,0,4.2,3,80,,
14-06-2020,23.9,31.4,27.2,86,10,6.8,2,200,,
15-06-2020,23.4,30.4,26.8,83,0,7.2,2,90,,
16-06-2020,23.4,35,27.5,75,8,5.3,2,280,,
19-06-2020,23.4,32.9,27.8,74,0,9.8,2,70,,
20-06-2020,23.4,32.1,26.9,81,0,8.3,2,90,,
21-06-2020,23.4,32.6,27.6,79,0,7.7,3,90,,
22-06-2020,23.7,32,25.7,88,0,9,3,100,,
23-06-2020,22.6,32.4,27.2,78,7.5,4.3,2,220,,
24-06-2020,23.9,32.4,27.7,83,0,9.1,2,150,,
25-06-2020,25,30.6,26.9,86,0,7.6,3,140,,
26-06-2020,23.6,31.2,26.9,89,12.5,0.8,2,130,,
27-06-2020,23.7,35,27.5,75,0,3.5,2,210,,
29-06-2020,22.2,31,25.5,84,1.2,4.1,3,70,,
30-06-2020,22.6,31.6,26.1,84,2.5,4.5,2,90,,
01-07-2020,23,35,26.2,84,0,4.9,2,170,,
04-07-2020,23.6,30.8,27,80,13,2.5,2,180,,
05-07-2020,23,32,26.9,78,0,6,2,130,,
06-07-2020,22.6,30.6,26,84,13,7.6,2,210,,
07-07-2020,22.8,30.5,25.9,90,10,5.4,2,160,,
08-07-2020,23,31,26.2,84,0,2.4,4,300,,
09-07-2020,23,30.8,26.5,88,25.5,5.8,2,180,,
10-07-2020,23.1,35,27.5,75,1.5,5.8,2,80,,
13-07-2020,23.6,29.8,26.3,81,0,4.9,2,80,,
16-07-2020,23.8,32.1,27.7,84,0,6.4,4,80,,
17-07-2020,23.2,31.2,26.7,81,0,8.5,2,150,,
18-07-2020,23,28.2,24.8,92,15,5,3,320,,
19-07-2020,22.5,31.1,26.4,80,10,1.3,2,130,,
20-07-2020,23.6,32,27.3,81,1,9.1,2,80,,
21-07-2020,24.6,31,26.6,84,0.5,10.1,3,70,,
22-07-2020,23.3,32,26.9,82,3,4.6,2,170,,
23-07-2020,23.6,31.2,27.3,78,0,7,2,80,,
24-07-2020,23.2,31,26.4,82,0,9.5,2,100,,
25-07-2020,23,30.2,25.8,87,1.5,4.7,3,80,,
26-07-2020,23.4,31.6,26.4,90,25,3.9,1,260,,
27-07-2020,23.2,29.1,25.1,92,0,5,2,90,,
28-07-2020,23.6,30.8,26.8,89,15.5,1,2,170,,
29-07-2020,23.4,30.8,26.7,88,0,8.4,2,200,,
30-07-2020,23.4,32.1,27.2,79,0,6.8,2,280,,
31-07-2020,23.9,29.2,26.5,84,0,10.3,2,190,,
01-08-2020,23,32,26.8,84,8.5,3.6,3,60,,
02-08-2020,23.6,29.8,25.9,85,0,10.2,2,80,,
03-08-2020,23.8,30.2,26.3,89,2,2.8,2,110,,
04-08-2020,23.8,30.8,26.7,84,0,1.7,2,150,,
05-08-2020,23.6,31.6,26.8,87,0,4.1,3,70,,
06-08-2020,23.2,31.8,27.1,80,0,5.6,5,80,,
07-08-2020,23.6,31.2,26.5,88,0.5,5.3,2,90,,
08-08-2020,23.4,31.2,26.6,86,0,4.6,2,120,,
09-08-2020,23,32.1,26.9,84,7.1,5.1,2,290,,
10-08-2020,22.6,30.5,25.8,88,6.2,7.9,2,70,,
11-08-2020,23,32.4,27.6,86,1,4.5,2,230,,
12-08-2020,23.4,32.6,27,80,0,6.4,4,60,,
13-08-2020,23,30.4,26.2,87,9,8.4,2,40,,
14-08-2020,20,29.6,24.6,87,0,3,2,180,,
15-08-2020,22.8,30.6,26.3,89,14.2,2,4,80,,
16-08-2020,23.7,31.4,27.6,78,0,4.5,3,90,,
17-08-2020,23.8,31.7,27.2,81,0,10,2,170,,
18-08-2020,23.8,31.4,27.2,78,0,6.8,2,80,,
19-08-2020,23.8,28.6,25.2,93,1,10.4,2,270,,
20-08-2020,22.6,30.6,26.1,86,28.5,0.8,2,120,,
21-08-2020,23,30.8,26.4,84,0.5,7.3,2,100,,
22-08-2020,23.8,31.8,27.3,79,1.5,5.1,3,70,,
23-08-2020,22.1,29.8,25.4,88,16.5,9.4,2,80,,
24-08-2020,23.3,27.8,25.2,93,1.5,5,2,110,,
25-08-2020,22.4,32.2,27,78,0.8,0.2,2,120,,
26-08-2020,23.6,31.8,27,83,0,10.3,2,160,,
27-08-2020,23.6,31.6,26.9,86,2,7.6,2,100,,
28-08-2020,23,31.6,26.6,86,0,8.9,3,80,,
29-08-2020,22.6,27.6,25,94,36.5,8.1,2,60,,
30-08-2020,22.1,30.8,26.1,87,10,1,2,170,,
31-08-2020,23.6,31.4,26.9,83,0,6.5,4,80,,
01-09-2020,23.1,30.6,27.6,83,0,6.7,2,290,,
02-09-2020,23.6,31.2,27,87,4.5,2.2,2,80,,
03-09-2020,23,31.4,27.1,81,27.8,2.1,3,70,,
04-09-2020,23.8,32,28.5,77,1.5,2.2,2,80,,
05-09-2020,23.6,31.6,28.4,81,0,6.7,2,140,,
06-09-2020,23.6,30.2,27.4,83,0,8.7,4,70,,
07-09-2020,23.2,29.2,26.8,86,8,1.2,2,20,,
08-09-2020,23.4,32.3,29.2,75,3.5,1,2,70,,
09-09-2020,24.4,32,28.8,80,0,10.2,3,80,,
10-09-2020,24.2,31.2,27.7,85,2,8.6,2,170,,
11-09-2020,23.6,31.2,27.9,83,0,5.2,2,70,,
12-09-2020,23,32.2,28.5,80,2.2,6.9,2,90,,
13-09-2020,23.8,30.4,27.3,86,0,8.8,2,160,,
14-09-2020,23.8,29.2,26.4,89,0,0.8,2,90,,
15-09-2020,23.1,31.2,27.7,82,0,1,2,230,,
16-09-2020,23.2,32.2,27.6,84,0,2.9,2,100,,
17-09-2020,23.8,28.6,26.1,90,9.5,2.7,2,60,,
18-09-2020,22.8,31.2,27.3,86,0,0.2,2,120,,
19-09-2020,22.5,31.6,28,81,0.5,4.8,4,80,,
20-09-2020,23.2,27.6,25.3,93,1.5,8,2,190,,
21-09-2020,22.2,31.4,28.3,80,2,1,2,140,,
22-09-2020,23.8,31.6,28.6,81,9,8.3,2,130,,
23-09-2020,23.4,29.2,26.4,89,10,8.8,2,180,,
24-09-2020,22.6,27.8,25.5,93,8,0.6,1,280,,
25-09-2020,22.4,31.4,28.2,82,8,1,4,50,,
26-09-2020,23.4,30.6,27.6,82,0,7.8,1,100,,
27-09-2020,22.9,31.6,28.3,80,0,1.5,2,140,,
28-09-2020,23.7,31.3,28.3,80,0,6.3,2,110,,
29-09-2020,23.6,32.4,28.8,76,0,7,2,100,,
30-09-2020,23.9,31.8,28.4,80,0,8.6,2,90,,
01-10-2020,24,32.4,27.7,82,0,1.7,3,70,,
02-10-2020,23.6,31.6,27.1,82,3.5,2.4,2,70,,
03-10-2020,23.4,30.8,26.1,90,0,4.2,3,80,,
04-10-2020,23.4,28.6,25.7,93,50.7,1.1,3,80,,
05-10-2020,22.7,32.2,27.1,81,8,0.5,2,110,,
06-10-2020,23.8,31.6,27.5,75,0,10.2,2,140,,
07-10-2020,23.6,29.5,26.1,85,0,7.4,1,180,,
08-10-2020,23.6,31.4,27,80,0,0.1,2,280,,
09-10-2020,23.4,31.6,27.4,77,0,2.9,3,70,,
10-10-2020,24.4,32.2,27.6,78,0,8.4,4,70,,
11-10-2020,23.8,32.2,27.6,82,0,6.3,2,70,,
12-10-2020,24,32,27.2,80,0,5.8,4,70,,
13-10-2020,23.8,32.2,27.8,83,4.5,7.1,2,90,,
14-10-2020,24.8,32.2,27.9,78,0,9.7,3,80,,
15-10-2020,24.2,27.4,25.2,97,18,7.4,1,250,,
16-10-2020,22.8,31.4,26.1,86,4.7,1,3,80,,
17-10-2020,24,31.2,27.3,83,0,4.6,3,70,,
18-10-2020,24.2,32.4,27.7,81,0,4.8,2,80,,
19-10-2020,24,29.8,26.3,92,39,0.1,2,90,,
20-10-2020,24.6,31.2,27.4,82,0,1.5,2,130,,
21-10-2020,23.8,35,27.5,75,0.5,2.8,2,50,,
29-10-2020,23.2,31.8,26.9,82,0,6.2,4,80,,
30-10-2020,23.4,33.1,27.6,76,0,8.5,5,70,,
31-10-2020,23.6,33.7,28.2,71,0,9.9,3,150,,
01-11-2020,24.6,32.7,28.1,77,0,3.8,5,90,,
02-11-2020,23.8,30.8,25.4,95,35.2,6.3,2,300,,
03-11-2020,22.7,30,25.7,94,63,1.2,1,150,,
04-11-2020,23.5,33,26.5,86,2.6,1.3,4,80,,
05-11-2020,23.8,31.2,26.6,83,0.7,2.8,4,80,,
06-11-2020,23,31.4,27.5,75,11,4.6,3,80,,
07-11-2020,23.6,31.4,26.8,84,0,3.5,5,70,,
08-11-2020,23.4,29.2,25.3,95,5.5,5.3,3,70,,
09-11-2020,24,31.3,27,88,22,0.8,3,80,,
10-11-2020,24.2,31,27.4,79,0,4.3,4,70,,
11-11-2020,23.3,31.6,27.5,75,0,7.5,2,70,,
12-11-2020,24.3,31.6,27.4,82,0,10,4,50,,
13-11-2020,24.5,31.7,27.6,80,0.5,6.6,2,50,,
14-11-2020,23.5,32,27,86,0,5.4,3,50,,
15-11-2020,23.3,31.2,26.5,91,33.5,8.9,2,50,,
16-11-2020,23.6,32.1,26.9,86,2.8,5.9,3,50,,
17-11-2020,23.1,29.8,26,90,19,5.4,3,50,,
18-11-2020,23,32.2,27.1,75,4.5,1,3,50,,
19-11-2020,23.9,31.8,27.5,66,0,10.2,3,50,,
20-11-2020,23.7,29.5,26.6,86,0,10.2,1,50,,
01-12-2020,24.6,28.3,25.2,96,6,1,2,60,,
02-12-2020,22.4,29.8,25.6,92,6.2,1,2,70,,
03-12-2020,23.5,30.8,26.2,90,0,0.2,3,70,,
04-12-2020,23,30.8,26.3,89,9.2,1.7,2,90,,
05-12-2020,23.8,31.8,27,86,0.2,1.7,2,80,,
06-12-2020,24.6,31,26.7,88,0,6,2,280,,
07-12-2020,23.8,30.8,26.8,86,10,2.3,2,140,,
08-12-2020,23.6,31.8,26.9,87,0.5,1.8,2,100,,
09-12-2020,23.5,32,27.1,86,0,5.3,2,120,,
10-12-2020,24,31.4,26.5,86,0,9,2,190,,
11-12-2020,23.3,31.8,26.9,83,7.9,2.7,3,90,,
12-12-2020,20,31.8,27.2,82,0,7.6,2,140,,
13-12-2020,23,31.8,27.6,81,0,8.4,3,80,,
14-12-2020,25,31.8,27.4,84,0,8.4,4,70,,
15-12-2020,24.3,29.6,26,87,1,5.4,3,90,,
16-12-2020,23,31.4,26.8,83,7.5,1,3,70,,
17-12-2020,23.8,31.4,26.2,88,0.8,5.2,3,80,,
18-12-2020,23.6,31.8,27.3,86,1.5,4.7,2,120,,
19-12-2020,23.2,31.4,26.6,91,19.8,4.6,2,100,,
20-12-2020,23.8,29.2,25.8,91,0.2,4.8,3,80,,
21-12-2020,23.5,31,26.1,88,0.8,1,3,80,,
22-12-2020,23.6,31.8,27,84,0.4,1.1,2,230,,
23-12-2020,23.4,31.8,26.7,81,0.3,1.9,3,90,,
25-12-2020,24.4,32.4,28.1,79,0,5.3,3,90,,
26-12-2020,23.2,31.4,26.4,88,27.7,3.8,2,310,,
27-12-2020,23.4,29,25.4,91,0,1.9,2,80,,
28-12-2020,23.4,31.4,26.2,88,11.5,0.1,2,120,,
29-12-2020,23,31.8,26.8,82,3.5,5.3,3,100,,
31-12-2020,23.6,31.4,26.4,86,0,1.8,2,130,,
01-01-2021,20,31.2,26.8,88,3,3.2,2,130,,
02-01-2021,23.6,30.8,26.9,80,0,7.9,2,70,,
03-01-2021,23.4,30.8,26.2,88,5.3,1.5,2,120,,
04-01-2021,23.2,31.4,26.1,89,0.5,3.1,2,140,,
05-01-2021,23.2,31,26.7,88,1.5,3.8,2,120,,
06-01-2021,23.4,30,26.3,90,0,6.8,2,110,,
07-01-2021,24,31,26.8,89,12,1.1,3,80,,
08-01-2021,23.6,31.6,27,80,0,5.9,2,100,,
09-01-2021,23.6,29.8,26.1,92,7.8,5.5,3,80,,
10-01-2021,23.2,31,26.8,89,7.1,2.8,2,140,,
11-01-2021,20,31.8,27.1,85,0,6.9,2,120,,
12-01-2021,20,30.6,26.6,89,0,5.7,2,200,,
13-01-2021,23.6,31.8,27.1,82,0,2.5,3,70,,
14-01-2021,20,31,26.7,88,0.7,5.8,2,160,,
15-01-2021,23.9,31,27.1,85,0,3.1,2,150,,
16-01-2021,20,31.6,27.3,82,0,3.2,3,90,,
17-01-2021,24.2,31,26.9,85,0,7.8,3,90,,
18-01-2021,24.4,29.7,25.1,89,0,2.9,2,250,,
19-01-2021,22.6,29.2,25.2,92,89.7,1,2,110,,
20-01-2021,22.3,31,26.3,82,1.5,2.2,2,90,,
21-01-2021,20,31.8,26.5,78,0,4.1,3,110,,
22-01-2021,23,32,26.7,71,0,8.7,5,70,,
23-01-2021,23,32.6,27.3,78,0,9.9,2,90,,
24-01-2021,24,30.6,26.8,86,2.5,8.8,3,80,,
25-01-2021,23.4,31.2,26.3,88,4,4.3,2,60,,
26-01-2021,20,27.2,25.3,94,0,6,1,310,,
27-01-2021,24,30.3,26.4,90,15.3,1,2,80,,
28-01-2021,24,32.2,27.2,82,0,0.8,3,80,,
29-01-2021,20,30.2,27,82,0.5,5.2,2,90,,
30-01-2021,23.4,30.8,26.7,88,9,1,3,80,,
31-01-2021,20,30.6,27,84,0,2.4,2,90,,
01-02-2021,23.8,29.8,26.4,84,1,1.9,1,300,,
02-02-2021,23.8,30.1,26.3,88,0.2,1,3,70,,
03-02-2021,24,29.8,25.9,91,1.5,1.6,4,60,,
04-02-2021,23.3,30,25.7,90,3,0.9,2,110,,
05-02-2021,23,30.2,25.9,88,1.5,3.4,3,60,,
06-02-2021,23.6,31.4,26.2,86,2,3.5,4,70,,
07-02-2021,23,30,26.3,88,4.7,4.3,2,100,,
08-02-2021,23.8,32.2,26.2,88,0,0.3,3,110,,
09-02-2021,23,30.8,26.3,88,12.6,6.7,3,90,,
10-02-2021,23.8,30.6,26.7,86,0.3,2.6,2,80,,
11-02-2021,24.4,30.4,26.9,83,0,0.7,2,80,,
12-02-2021,24,31.9,27,82,1.3,0.8,4,80,,
13-02-2021,23.4,31.8,27,82,4,7.9,4,90,,
14-02-2021,24,31.2,26,89,0,9.1,2,120,,
15-02-2021,23.8,30.8,26.2,88,4.5,3.1,4,70,,
16-02-2021,23,30.6,26.4,84,4.6,3.8,2,300,,
17-02-2021,23.5,32.2,27.3,85,0,1.7,3,80,,
18-02-2021,24,31,26.6,86,0,8.9,2,70,,
19-02-2021,23.8,31.3,26.5,86,3.5,3.3,3,90,,
20-02-2021,23,31.6,26.4,87,2.7,2.7,2,80,,
21-02-2021,23.6,30.2,26.6,88,4.2,1,3,80,,
22-02-2021,23.2,27,27.5,75,20,1,2,90,,
23-02-2021,23.6,31.4,25.8,84,1.1,1,4,290,,
24-02-2021,22.8,31.1,26.4,88,3.5,5.5,2,120,,
25-02-2021,23.2,31.2,26.5,86,2.5,5.6,4,90,,
26-02-2021,22.9,31,25.9,89,7.5,3.3,3,70,,
27-02-2021,23.2,32.2,26.4,86,0,3.2,2,110,,
28-02-2021,23.3,32.4,26.8,86,0,3.2,3,110,,
01-03-2021,23.4,31,26.5,81,0,5.4,2,80,,
02-03-2021,22.8,30.8,26.2,88,6.7,2.3,3,80,,
03-03-2021,23.6,31,26.3,86,0,3.5,3,90,,
04-03-2021,22.4,32.2,26.1,85,0,5.9,3,100,,
05-03-2021,23.2,30.2,25.7,87,2.8,4.9,2,90,,
06-03-2021,21.6,30.4,25.5,84,21.5,1.9,3,70,,
07-03-2021,23.2,28.2,25.6,92,5.5,5.3,2,70,,
08-03-2021,23,30.8,25.5,89,16.5,1,3,90,,
09-03-2021,22.4,30.2,25.8,88,21.5,5.2,2,290,,
10-03-2021,23.2,29.2,25.4,90,1.1,0.7,2,90,,
11-03-2021,22.1,31.2,26.1,88,2,1,2,200,,
12-03-2021,24,31.6,27.5,75,3.9,9,2,80,,
13-03-2021,22.8,31,26.6,73,0,8.1,4,90,,
14-03-2021,23.2,31.1,26.6,82,0,9.1,6,70,,
15-03-2021,22.7,31.2,29.1,80,0,7.2,3,90,,
16-03-2021,22.5,31.4,26.5,80,0,6.7,3,100,,
17-03-2021,23,31.4,26.1,88,0.7,7.4,3,80,,
18-03-2021,23.9,29.4,26.2,89,1,4.4,2,70,,
19-03-2021,23.4,31.4,26.4,87,0.6,0.4,3,100,,
20-03-2021,23.8,31.4,26.6,87,20.1,4.6,3,100,,
21-03-2021,23.8,28.6,25.6,90,13,5.4,2,210,,
22-03-2021,22.7,31.7,26.6,84,38.2,0.5,2,80,,
23-03-2021,24,31,26.6,90,34,6.8,2,120,,
24-03-2021,23.6,32.2,27.3,82,0,2.6,3,80,,
25-03-2021,23.8,30.2,26.2,90,0.5,8.3,2,80,,
26-03-2021,20,30,26.2,92,3.4,2.3,2,70,,
27-03-2021,23.4,31,26.4,90,5,1.5,3,110,,
28-03-2021,23.5,28.6,25.9,94,24.3,2.3,3,90,,
29-03-2021,22.6,32.2,26.6,86,2.2,1,3,90,,
30-03-2021,23.2,31,26.4,91,2.3,8.1,2,80,,
31-03-2021,24,30.2,26.3,92,1.5,8.1,2,100,,
01-04-2021,23.8,32,27,81,1,1.2,2,80,,
02-04-2021,24.2,31.2,26.7,86,0,5.7,3,70,,
03-04-2021,23.2,30.6,26.5,86,5.8,0.8,3,80,,
04-04-2021,22,32,26.7,84,3.5,1.8,2,80,,
05-04-2021,23.7,32.2,27.5,81,0,8.9,3,90,,
06-04-2021,24.2,31.2,26.5,91,2.5,8.1,4,80,,
07-04-2021,22.8,31.2,27,84,6.7,4.6,4,70,,
08-04-2021,23.6,30.8,26.9,89,1.5,9.1,3,80,,
09-04-2021,23.8,30.6,26.6,84,0,2.7,2,70,,
10-04-2021,24.2,30.2,25.6,93,2,5.3,3,90,,
11-04-2021,22.5,29.6,25.8,90,7.4,1.1,2,100,,
12-04-2021,22.8,31.2,26.3,82,0,0.9,3,100,,
13-04-2021,23,31.6,26.6,83,2.9,5.4,3,80,,
14-04-2021,23.4,32.8,28.5,78,3.5,6,5,70,,
15-04-2021,23.6,33.5,27.7,73,0,8.7,3,80,,
16-04-2021,23.4,34.7,27.9,78,0,6.8,5,70,,
17-04-2021,20,33.6,26.7,86,0,10.3,3,110,,
18-04-2021,23.8,29.8,25.7,92,54.5,6.8,3,90,,
19-04-2021,23.6,30.2,25.5,88,3.5,0.4,3,160,,
20-04-2021,23,27.6,24.9,96,23.3,3.6,2,300,,
21-04-2021,23.3,31.4,26.2,88,3.5,1,2,110,,
22-04-2021,23.6,31,26.4,88,58.5,4.9,2,90,,
23-04-2021,23.4,31.7,27,84,0.3,3.5,4,70,,
24-04-2021,24,28.8,26.1,91,0,4.5,2,80,,
25-04-2021,23.6,29.8,26.2,90,4.3,0.7,2,140,,
26-04-2021,23.6,31.8,26.7,89,1.3,1.3,2,130,,
27-04-2021,24.2,32,28,81,0,6.9,3,110,,
28-04-2021,23.8,31.5,27.3,80,0,9,5,90,,
29-04-2021,23.3,31.6,27.3,80,0,9.2,3,90,,
30-04-2021,23.2,31.4,26.7,86,0,7.6,3,100,,
01-05-2021,24.2,31.7,27.8,80,0,7.1,3,120,,
02-05-2021,23.3,31.6,27.3,78,0,6.3,3,90,,
03-05-2021,24,31.4,26.5,86,0,8.3,3,100,,
04-05-2021,23.2,32.2,27.6,82,0,5.2,2,110,,
05-05-2021,24,32,27.9,79,0,9.7,4,90,,
06-05-2021,23.8,32,27.5,83,0,7.1,2,120,,
07-05-2021,24,31.6,27.3,82,0,7.8,2,130,,
08-05-2021,24,30.6,27,84,0,5.8,2,60,,
09-05-2021,24,31.4,27.1,88,3.5,0.2,2,80,,
10-05-2021,23.4,30.6,26.4,91,0,6,2,80,,
11-05-2021,23.8,28.6,26.1,91,0,0.8,1,70,,
12-05-2021,23.2,31.4,27.1,85,15.5,0.7,2,100,,
13-05-2021,23.8,31.8,27.8,82,0.5,5,2,110,,
14-05-2021,24,31.2,26.9,86,0,9.8,2,80,,
15-05-2021,24.4,32.2,28,83,0,5.5,3,90,,
16-05-2021,23.8,29.6,25.9,94,7.5,4.8,2,100,,
17-05-2021,23.4,31.8,26.6,90,37.1,1.2,2,120,,
18-05-2021,23.8,30.9,25.9,92,4.8,5.3,4,80,,
19-05-2021,23.4,31.2,27,82,0,2.8,5,80,,
20-05-2021,24,28.3,25.1,94,0,5.8,1,220,,
21-05-2021,22.4,31.6,26.8,86,19.4,0.2,3,70,,
22-05-2021,24.4,30.8,26.9,88,0,7.8,3,90,,
23-05-2021,22.4,31.8,26.1,88,5.5,5.7,2,210,,
24-05-2021,23.2,30.8,26.4,91,7,5.5,1,130,,
25-05-2021,23.4,32.4,27.2,82,0,3.7,3,90,,
26-05-2021,23.6,29.4,25,98,77.3,4.7,2,190,,
27-05-2021,23.2,30.7,26.3,88,5.5,1,1,300,,
28-05-2021,22.8,31.4,26.3,87,0,2.9,2,150,,
29-05-2021,22,31.8,26.8,86,5.5,4,3,80,,
30-05-2021,23.6,32.4,26.9,86,0,10.1,3,60,,
31-05-2021,24.6,30.9,27.5,75,0,6.8,1,290,,
01-06-2021,24.5,31.8,27.4,87,1,0.4,2,150,,
02-06-2021,24,31,26.5,89,7,5.3,3,70,,
03-06-2021,24.4,29.2,26.1,88,2,1,3,90,,
04-06-2021,23.4,27.8,25.3,95,7,1,2,300,,
05-06-2021,22.6,31.4,26.5,85,6.5,0.1,3,60,,
06-06-2021,22.6,31.6,26.7,83,1,5.2,2,90,,
07-06-2021,23.4,30.8,25.3,95,0,8.1,2,200,,
08-06-2021,23,31.6,26,90,45,1.8,2,120,,
09-06-2021,23,32,26.5,78,0,2,2,110,,
10-06-2021,20,31,26,85,0,7.6,3,60,,
11-06-2021,22.9,31.2,26.3,88,17,5.1,3,100,,
12-06-2021,22.8,30.9,25.8,90,24,5.7,2,290,,
13-06-2021,20,31.6,26.8,81,1,1.4,3,90,,
14-06-2021,22.5,29.6,25.1,93,18.4,7.7,1,280,,
15-06-2021,22.7,30.2,25.6,89,1.4,2.1,3,70,,
16-06-2021,22.8,30.8,25.6,88,6,3.3,1,290,,
17-06-2021,21.9,31.4,26.3,78,0,6.4,4,90,,
18-06-2021,23.4,31,26.4,87,0,7.5,2,200,,
19-06-2021,22.7,31.4,26,84,0,7.9,2,140,,
20-06-2021,23.2,30.6,26.4,90,0,5.6,1,180,,
21-06-2021,22.7,30.2,25.5,89,3,2.8,2,90,,
22-06-2021,23,29.6,25.5,87,0,4.3,2,100,,
23-06-2021,23.2,31.1,26.7,82,1,2.4,3,90,,
24-06-2021,22.3,31.4,26.3,82,2,5.4,2,110,,
25-06-2021,23,31.6,26.6,79,1,6.7,3,90,,
26-06-2021,22.8,30.6,26,86,2.5,9.8,2,280,,
27-06-2021,22.9,30.8,25.4,88,1,4.2,1,270,,
28-06-2021,23.2,31.8,26.8,82,20,3.9,2,100,,
29-06-2021,23,30,25.1,90,2,5.8,2,190,,
30-06-2021,22.6,31,26.5,79,16.5,1,2,110,,
01-07-2021,22,31.2,25.5,87,23.7,5.4,3,100,,
02-07-2021,23.6,30.6,26.1,86,0,9.7,3,90,,
03-07-2021,23.2,28,25,95,2.9,5.7,1,70,,
04-07-2021,22.2,28.8,25.7,86,1,1,1,110,,
05-07-2021,23,27.6,24.4,97,1.5,1,2,90,,
06-07-2021,22.4,29.2,25.4,90,15.5,1,1,300,,
07-07-2021,22.7,30.6,26.5,82,0,1,2,120,,
08-07-2021,23.2,30.4,26.3,89,2.3,9.3,2,100,,
09-07-2021,23,30.4,26.1,86,5.5,3.8,2,310,,
10-07-2021,23,31,25.8,82,0,4.7,3,90,,
11-07-2021,22.8,32.2,27.2,76,0.4,5.8,3,90,,
12-07-2021,23.2,32.2,26.9,79,0,9.9,2,120,,
13-07-2021,20,31.8,26.8,84,0,9.8,2,90,,
14-07-2021,23.2,31.6,26.1,91,1.5,4.3,3,80,,
15-07-2021,20,30.8,25.9,91,3,0.7,2,110,,
16-07-2021,22.6,29.1,25.4,92,2,2.5,1,210,,
17-07-2021,22.8,31.8,26.1,86,2.7,1,4,150,,
18-07-2021,23.6,28.7,25.3,94,5.3,7.1,2,90,,
19-07-2021,22,29.2,25.3,92,36.5,0.3,2,220,,
20-07-2021,23,31,26.3,85,0.5,0.3,3,80,,
21-07-2021,23.4,31,26.6,86,0,7.2,2,180,,
22-07-2021,23.2,31,26.3,88,41,5.4,2,160,,
23-07-2021,23,31.2,26.5,84,0,7,2,90,,
24-07-2021,23.2,29,25.3,93,6,4,3,80,,
25-07-2021,22.2,30.4,25.4,86,1.3,0.2,2,130,,
26-07-2021,23.4,32.2,27.1,76,0,2.8,2,180,,
27-07-2021,20,32.4,26.9,80,0,7.8,2,120,,
28-07-2021,22.4,31.8,26.9,83,2,8.6,1,240,,
